Gene identifier	baseMean	log2FoldChange	lfcSE	stat	p-value	p-adjusted
MSTRG.11666	111’298.8875	5.0251	0.2312	394.7192	3.0832E-85	2.4789E-83
MSTRG.4846	1’009.1203	2.1457	0.1504	393.8185	4.8314E-85	3.8716E-83
MSTRG.10040	43.5105	8.8342	1.2221	393.4714	5.7447E-85	4.5881E-83
MSTRG.17012	1’237.6606	-1.4892	0.1015	393.4556	5.7901E-85	4.6090E-83
ENSG00000255248.9	111.0712	7.7332	1.2013	393.0409	7.1207E-85	5.6494E-83
MSTRG.14486	196.6318	1.8486	0.2841	392.9346	7.5080E-85	5.9371E-83
MSTRG.24332	39’243.5459	0.6564	0.1200	391.6908	1.3962E-84	1.1004E-82
MSTRG.2339	998.1189	-0.0345	0.1829	386.5348	1.8268E-83	1.4351E-81
MSTRG.1869	384.3080	0.1101	0.2786	385.8417	2.5812E-83	2.0211E-81
MSTRG.3812	140.4017	6.6910	0.4924	385.5514	2.9832E-83	2.3282E-81
MSTRG.6279	2’106.7068	1.5483	0.1680	385.0732	3.7866E-83	2.9457E-81
MSTRG.10124	1’998.1047	0.1858	0.1402	384.9888	3.9495E-83	3.0624E-81
MSTRG.21154	1’365.8326	-1.0664	0.2283	384.3371	5.4662E-83	4.2249E-81
MSTRG.20066	486.7923	2.7967	0.1538	383.2802	9.2593E-83	7.1335E-81
MSTRG.23036	1’684.7173	-1.5010	0.1301	382.8225	1.1633E-82	8.9339E-81
MSTRG.16635	1’509.3545	2.3821	0.1519	380.6908	3.3682E-82	2.5783E-80
MSTRG.24612	5’921.6328	-2.2318	0.1428	379.0184	7.7556E-82	5.9179E-80
MSTRG.25189	1’040.7070	-2.2342	0.1843	378.7234	8.9847E-82	6.8134E-80
MSTRG.5557	165.6411	6.1069	0.4011	378.7231	8.9860E-82	6.8134E-80
MSTRG.28088	2’509.5627	-2.1583	0.1604	378.6921	9.1261E-82	6.8978E-80
MSTRG.9963	1’673.2721	2.2777	0.1897	376.7394	2.4165E-81	1.8207E-79
MSTRG.5975	106.8083	-6.4081	0.7513	375.9919	3.5082E-81	2.6350E-79
MSTRG.27669	363.0928	2.2427	0.2726	375.7206	4.0163E-81	3.0072E-79
MSTRG.25232	7’015.9015	0.7441	0.0854	375.0195	5.6974E-81	4.2526E-79
MSTRG.23956	654.8998	-5.4782	0.2747	374.7357	6.5634E-81	4.8838E-79
MSTRG.23073	927.0718	2.8238	0.2271	372.9550	1.5951E-80	1.1832E-78
MSTRG.12654	389.4143	2.4175	0.2066	372.8107	1.7140E-80	1.2675E-78
MSTRG.15135	15’240.7307	0.6729	0.1167	372.2027	2.3211E-80	1.7112E-78
MSTRG.11699	2’584.7715	-3.3729	0.1751	371.6466	3.0629E-80	2.2512E-78
MSTRG.16321	662.8206	1.9683	0.1931	371.3380	3.5725E-80	2.6177E-78
MSTRG.26415	3’906.3550	-2.1817	0.1260	370.2826	6.0468E-80	4.4171E-78
MSTRG.16872	3’742.7957	0.8542	0.1200	370.2406	6.1749E-80	4.4970E-78
MSTRG.22335	1’252.7042	0.5855	0.1701	368.1927	1.7144E-79	1.2448E-77
MSTRG.22549	379.9962	-4.8097	0.2580	367.5009	2.4207E-79	1.7523E-77
MSTRG.22532	449.1976	6.2606	0.3817	365.8019	5.6478E-79	4.0760E-77
MSTRG.14072	216.6845	6.1181	0.3745	364.3469	1.1667E-78	8.3946E-77
MSTRG.6489	4’058.6770	1.1684	0.1015	361.5885	4.6163E-78	3.3116E-76
MSTRG.24458	2’113.4892	4.3500	0.3181	360.3911	8.3869E-78	5.9985E-76
MSTRG.25736	1’962.7276	-2.6823	0.1401	359.9256	1.0578E-77	7.5429E-76
MSTRG.21634	321.1776	-5.0567	0.3336	359.5313	1.2876E-77	9.1544E-76
MSTRG.20614	763.3868	0.0021	0.1154	359.1885	1.5276E-77	1.0829E-75
MSTRG.4368	17’504.8197	-1.2822	0.0878	358.2627	2.4238E-77	1.7131E-75
MSTRG.20265	217.9316	7.0031	0.6323	358.0305	2.7213E-77	1.9177E-75
ENSG00000115252.18	76.7398	-0.9064	0.4767	357.2653	3.9855E-77	2.8004E-75
ENSG00000144115.17	81.7215	-10.7864	1.2454	357.2071	4.1027E-77	2.8743E-75
MSTRG.10431	72.2721	-0.3616	0.9481	356.7682	5.1065E-77	3.5671E-75
MSTRG.22201	2’982.8097	2.5896	0.1645	356.6704	5.3616E-77	3.7344E-75
MSTRG.5548	530.5842	3.2054	0.1916	355.5359	9.4395E-77	6.5557E-75
ENSG00000171560.16	78.7633	-8.2001	1.2280	353.9372	2.0948E-76	1.4506E-74
ENSG00000158292.7	212.7587	-7.6458	0.6837	353.4429	2.6803E-76	1.8507E-74
MSTRG.23361	900.0919	-2.7832	0.2464	352.6486	3.9826E-76	2.7420E-74
MSTRG.24881	217.7957	-0.3064	0.4565	351.8504	5.9293E-76	4.0707E-74
MSTRG.25867	278.3093	-0.3643	0.1831	350.7229	1.0403E-75	7.1215E-74
MSTRG.11875	1’171.4539	-0.3859	0.2843	350.5869	1.1133E-75	7.5995E-74
ENSG00000172824.16	39.7921	9.6173	1.2207	350.4385	1.1987E-75	8.1594E-74
MSTRG.18308	1’163.0669	2.8236	0.1748	349.9263	1.5475E-75	1.0504E-73
MSTRG.19147	2’440.4360	0.2431	0.1587	349.7976	1.6500E-75	1.1142E-73
ENSG00000154646.9	82.1650	-9.9619	1.2198	349.7967	1.6508E-75	1.1142E-73
MSTRG.5497	1’091.0319	-7.8179	1.2852	347.7594	4.5586E-75	3.0681E-73
MSTRG.21942	1’283.0561	-0.9334	0.1095	347.2199	5.9654E-75	4.0036E-73
MSTRG.13129	612.3707	1.8679	0.1322	346.6474	7.9362E-75	5.3115E-73
MSTRG.23117	11’792.3818	-2.0310	0.1141	345.8611	1.1745E-74	7.8386E-73
MSTRG.2428	407.3201	3.1289	0.2072	345.7917	1.2158E-74	8.0921E-73
MSTRG.21979	968.9782	-0.3634	0.1103	345.1936	1.6383E-74	1.0874E-72
MSTRG.10873	364.2023	0.9097	0.2214	344.9942	1.8095E-74	1.1977E-72
MSTRG.4135	3’119.1790	3.6244	0.2570	344.9821	1.8204E-74	1.2016E-72
MSTRG.17933	2’914.2933	-0.8622	0.1080	344.1101	2.8118E-74	1.8508E-72
MSTRG.14283	653.3608	2.0460	0.1806	343.7551	3.3563E-74	2.2032E-72
MSTRG.22281	33.1393	8.4611	1.2326	343.6396	3.5551E-74	2.3273E-72
MSTRG.27513	1’074.3228	2.9178	0.2214	342.9023	5.1345E-74	3.3521E-72
MSTRG.1593	1’022.0775	-0.6487	0.2546	342.4875	6.3142E-74	4.1111E-72
MSTRG.38	376.4500	9.1877	0.7735	342.4690	6.3727E-74	4.1379E-72
MSTRG.25896	67.5574	-8.6295	1.0859	342.3820	6.6551E-74	4.3096E-72
MSTRG.9434	2’177.3358	-0.3573	0.1173	341.7765	9.0003E-74	5.8126E-72
MSTRG.21231	171.7551	-10.5341	1.2148	340.8565	1.4238E-73	9.1702E-72
ENSG00000174837.15	87.0879	5.5972	0.4833	340.7653	1.4900E-73	9.5711E-72
MSTRG.21263	160.3434	2.8428	0.2523	340.6646	1.5668E-73	1.0037E-71
MSTRG.3690	851.8679	2.5481	0.1519	338.2250	5.2869E-73	3.3780E-71
MSTRG.18139	943.3665	4.2131	0.2444	337.7069	6.8448E-73	4.3558E-71
MSTRG.26150	5’028.8302	1.8165	0.1017	337.7044	6.8536E-73	4.3558E-71
MSTRG.28089	1’201.2516	-4.4513	0.4003	337.1722	8.9359E-73	5.6641E-71
MSTRG.12119	986.7290	-2.3931	0.1467	334.3114	3.7197E-72	2.3515E-70
MSTRG.26152	120.5481	3.3076	0.2693	334.2220	3.8892E-72	2.4522E-70
MSTRG.16555	2’500.8326	4.1758	0.2131	333.4154	5.8143E-72	3.6565E-70
MSTRG.25049	2’672.4219	-0.0487	0.1144	332.5309	9.0364E-72	5.6679E-70
MSTRG.6271	249.0605	-1.4581	0.2444	332.2983	1.0147E-71	6.3325E-70
MSTRG.5947	349.8482	0.2663	0.3687	332.2980	1.0149E-71	6.3325E-70
ENSG00000148082.10	186.7523	2.8675	0.2685	332.1277	1.1048E-71	6.8754E-70
MSTRG.13826	433.9129	-2.5127	0.1900	332.0741	1.1347E-71	7.0435E-70
MSTRG.12167	7’489.3902	1.1356	0.0867	331.1969	1.7571E-71	1.0878E-69
ENSG00000179603.18	88.1433	1.9878	0.2622	331.1889	1.7641E-71	1.0894E-69
ENSG00000162878.13	233.0492	-8.6306	1.2228	330.8424	2.0967E-71	1.2914E-69
ENSG00000242983.1	33.0967	9.4289	1.2406	330.7502	2.1953E-71	1.3487E-69
MSTRG.23155	3’317.3224	-1.6719	0.1227	328.9063	5.5043E-71	3.3730E-69
MSTRG.13400	178.8693	-3.4891	0.2050	328.7528	5.9419E-71	3.6318E-69
MSTRG.15076	2’991.1540	1.0961	0.0895	328.0073	8.6161E-71	5.2530E-69
MSTRG.3036	1’599.5643	-1.6861	0.1505	327.9119	9.0359E-71	5.4949E-69
MSTRG.25135	24’875.2709	0.1071	0.0728	327.0635	1.3792E-70	8.3661E-69
MSTRG.23126	11’384.5330	-1.7241	0.0999	326.6245	1.7166E-70	1.0387E-68
MSTRG.8392	4’602.7142	0.6830	0.1059	326.0262	2.3131E-70	1.3960E-68
MSTRG.23212	109.0763	3.4376	0.7219	325.0379	3.7857E-70	2.2791E-68
ENSG00000287709.1	107.5439	-1.3478	0.4138	324.7790	4.3073E-70	2.5865E-68
MSTRG.21038	54.9888	-0.1055	1.7078	324.7417	4.3880E-70	2.6284E-68
MSTRG.4420	54.3253	-10.1841	1.2412	324.5743	4.7700E-70	2.8501E-68
MSTRG.20576	8’207.2461	1.8194	0.1204	324.4786	5.0030E-70	2.9819E-68
MSTRG.27539	2’103.2620	4.3453	0.2695	323.7279	7.2737E-70	4.3245E-68
MSTRG.12188	51’570.1208	1.0179	0.1017	323.0711	1.0091E-69	5.9845E-68
ENSG00000185436.12	461.0451	0.2779	0.1446	323.0253	1.0324E-69	6.1078E-68
MSTRG.4274	751.2173	-3.2711	0.2938	322.5186	1.3290E-69	7.8433E-68
MSTRG.28187	7’711.1447	-1.8941	0.1060	321.5983	2.1026E-69	1.2378E-67
ENSG00000242193.11	47.8745	-8.1616	1.0845	321.1943	2.5716E-69	1.5102E-67
ENSG00000008311.15	40.2539	-9.8157	1.2532	321.0535	2.7587E-69	1.6161E-67
MSTRG.9046	4’942.2837	3.8583	0.2424	320.7901	3.1457E-69	1.8383E-67
MSTRG.13425	125.2251	-4.1165	0.3808	320.4897	3.6538E-69	2.1300E-67
MSTRG.12325	10’984.9671	1.6511	0.1168	320.1547	4.3179E-69	2.5111E-67
ENSG00000174370.11	56.4347	6.7747	0.7193	319.2964	6.6229E-69	3.8423E-67
ENSG00000136869.16	136.2126	4.1716	0.4041	318.8335	8.3417E-69	4.8277E-67
MSTRG.21853	92.4189	8.3446	1.1923	318.3627	1.0548E-68	6.0900E-67
ENSG00000104324.16	36.7563	-9.6846	1.2502	318.2744	1.1023E-68	6.3486E-67
MSTRG.25761	2’130.6301	3.2967	0.2231	317.7074	1.4623E-68	8.4019E-67
ENSG00000243137.8	98.5414	3.2702	0.3755	317.2127	1.8712E-68	1.0726E-66
MSTRG.2950	6’121.8507	1.9818	0.1139	317.0081	2.0720E-68	1.1849E-66
MSTRG.893	5’435.7640	-0.3781	0.0953	316.8369	2.2566E-68	1.2873E-66
MSTRG.25166	101.3128	-4.5472	0.3826	316.0078	3.4115E-68	1.9415E-66
MSTRG.12376	159.9723	3.6539	0.2569	315.2193	5.0537E-68	2.8693E-66
MSTRG.27271	25’247.7234	0.4573	0.1146	314.3505	7.7925E-68	4.4139E-66
ENSG00000198208.12	312.3382	0.5506	0.1847	313.7780	1.0366E-67	5.8576E-66
MSTRG.24610	25’309.1474	-2.8482	0.1929	313.0616	1.4814E-67	8.3515E-66
MSTRG.5249	6’404.8148	1.9151	0.1654	312.5462	1.9152E-67	1.0772E-65
MSTRG.2218	433.3249	2.6823	0.2048	311.1243	3.8905E-67	2.1830E-65
ENSG00000143891.17	65.2200	-5.9541	0.5402	310.6819	4.8502E-67	2.7152E-65
ENSG00000122584.13	31.9387	-0.1055	1.7127	310.4971	5.3182E-67	2.9703E-65
MSTRG.23159	3’313.3890	-1.3766	0.0946	307.7427	2.0987E-66	1.1694E-64
ENSG00000085563.15	87.3967	-4.1106	0.5561	306.9767	3.0744E-66	1.7091E-64
MSTRG.18041	3’535.5726	-1.9051	0.1403	306.8638	3.2524E-66	1.8039E-64
MSTRG.23120	449.5091	3.7415	0.2205	305.6844	5.8541E-66	3.2394E-64
MSTRG.24088	211.7917	0.3410	0.1739	305.2110	7.4119E-66	4.0919E-64
MSTRG.6908	4’342.8191	-0.5701	0.1342	304.9737	8.3423E-66	4.5950E-64
ENSG00000175567.10	48.1639	-5.0797	0.4763	304.2449	1.1996E-65	6.5923E-64
ENSG00000196482.18	150.7913	2.2174	0.3408	304.2352	1.2054E-65	6.6090E-64
ENSG00000130635.16	37.0071	-9.6191	1.2314	304.2097	1.2208E-65	6.6783E-64
ENSG00000104290.11	279.4191	-2.7619	0.2547	303.7645	1.5241E-65	8.3182E-64
MSTRG.25296	136.2272	1.7858	0.6959	303.6747	1.5939E-65	8.6793E-64
MSTRG.4935	1’087.9700	2.9630	0.1708	302.3157	3.1374E-65	1.7046E-63
MSTRG.26757	196.9739	1.1001	0.3360	301.6536	4.3639E-65	2.3656E-63
MSTRG.27072	402.6172	-1.0094	0.2474	301.5753	4.5376E-65	2.4542E-63
MSTRG.3561	437.2878	-0.6938	0.1476	301.1434	5.6274E-65	3.0367E-63
ENSG00000161835.11	252.4824	3.3894	0.2137	300.8233	6.6007E-65	3.5540E-63
MSTRG.4833	355.4600	1.4861	0.1546	300.2347	8.8505E-65	4.7547E-63
MSTRG.25579	18’532.0850	-1.7239	0.1317	300.1903	9.0486E-65	4.8502E-63
MSTRG.18045	268.4732	-1.8955	0.1736	299.9894	1.0001E-64	5.3490E-63
MSTRG.24966	159.8286	1.6323	0.1974	299.8650	1.0641E-64	5.6784E-63
MSTRG.16652	227.0057	2.5195	0.2342	299.6180	1.2035E-64	6.4080E-63
MSTRG.19967	1’920.0930	-1.5096	0.1241	299.4586	1.3030E-64	6.9224E-63
MSTRG.6711	2’695.5439	-1.5086	0.1116	299.4194	1.3287E-64	7.0434E-63
MSTRG.10914	44.1712	4.0347	1.2603	298.5459	2.0534E-64	1.0861E-62
MSTRG.12319	14’318.0672	1.2259	0.0971	297.8495	2.9053E-64	1.5333E-62
MSTRG.28276	4’354.3658	-1.8855	0.1076	297.8313	2.9318E-64	1.5439E-62
ENSG00000005243.10	177.1349	3.2153	0.2062	297.7387	3.0702E-64	1.6132E-62
ENSG00000106258.15	1’074.2805	1.4067	0.1421	297.3771	3.6764E-64	1.9275E-62
MSTRG.19341	15’434.3102	1.2721	0.1127	296.1926	6.6341E-64	3.4706E-62
MSTRG.13157	1’060.5488	0.8437	0.1978	296.1126	6.9038E-64	3.6038E-62
MSTRG.2155	419.0380	1.4747	0.2155	295.9924	7.3301E-64	3.8180E-62
MSTRG.23113	805.1071	0.0278	0.1504	295.8326	7.9376E-64	4.1255E-62
MSTRG.8594	234.2101	5.5315	0.4029	295.3503	1.0094E-63	5.2350E-62
ENSG00000197467.15	28.8358	8.2546	1.2385	295.3370	1.0161E-63	5.2584E-62
MSTRG.28301	6’691.1875	-1.9732	0.1112	294.7687	1.3488E-63	6.9649E-62
ENSG00000235770.6	68.0830	7.2156	0.7664	294.4695	1.5656E-63	8.0672E-62
MSTRG.8437	1’885.3566	1.1166	0.1111	293.3560	2.7269E-63	1.4021E-61
MSTRG.7882	540.4420	2.3341	0.1887	293.3455	2.7411E-63	1.4064E-61
MSTRG.18569	1’397.1157	-2.5256	0.1879	292.8355	3.5344E-63	1.8095E-61
MSTRG.11010	382.4854	-1.8145	0.2456	292.2951	4.6265E-63	2.3635E-61
ENSG00000198286.9	81.8872	-6.5275	0.6023	291.4430	7.0738E-63	3.6061E-61
MSTRG.1616	228.1816	-5.7038	0.5947	290.9280	9.1433E-63	4.6512E-61
MSTRG.17036	2’524.1118	-2.0219	0.1319	290.9199	9.1803E-63	4.6602E-61
MSTRG.1925	1’685.4517	-2.0844	0.2639	290.7540	9.9713E-63	5.0510E-61
MSTRG.5921	123.6068	-3.1832	0.7508	290.6311	1.0601E-62	5.3588E-61
MSTRG.18014	869.4893	-1.6009	0.1339	290.5892	1.0825E-62	5.4602E-61
MSTRG.7168	42’409.4608	-0.4370	0.0925	290.5829	1.0859E-62	5.4660E-61
MSTRG.12407	3’571.8310	0.5541	0.0747	290.3017	1.2492E-62	6.2749E-61
MSTRG.12472	711.7658	0.1150	0.1814	290.2965	1.2524E-62	6.2780E-61
MSTRG.9433	182.6911	-2.8098	0.2969	288.5729	2.9564E-62	1.4788E-60
ENSG00000168685.15	212.7478	0.0532	0.2245	287.3441	5.4533E-62	2.7221E-60
MSTRG.28318	4’003.5999	-1.8009	0.1051	287.3322	5.4859E-62	2.7327E-60
MSTRG.9442	34.5513	4.5520	0.5066	287.2830	5.6221E-62	2.7947E-60
MSTRG.16046	1’451.7299	-11.1875	0.7626	287.2263	5.7830E-62	2.8688E-60
MSTRG.26943	3’482.3212	-0.7449	0.0894	286.8303	7.0445E-62	3.4873E-60
MSTRG.22239	29’568.1339	-1.4346	0.1322	285.7614	1.1999E-61	5.9278E-60
MSTRG.19342	18’154.8979	1.4037	0.1041	285.6792	1.2501E-61	6.1632E-60
MSTRG.18038	1’105.1869	-1.9479	0.1309	285.5060	1.3628E-61	6.7048E-60
MSTRG.23528	3’801.4111	0.2768	0.1177	285.2261	1.5667E-61	7.6921E-60
MSTRG.13030	303.3085	-2.8645	0.2030	284.7655	1.9709E-61	9.6568E-60
MSTRG.9962	90.8959	5.9505	0.4843	283.9334	2.9834E-61	1.4588E-59
MSTRG.6945	102’031.7802	1.0040	0.0919	283.8494	3.1109E-61	1.5181E-59
ENSG00000254416.6	51.2600	2.2770	0.3239	283.5648	3.5850E-61	1.7458E-59
MSTRG.25395	7’349.6748	-0.7874	0.1424	281.6964	9.0944E-61	4.4199E-59
MSTRG.17245	158.1814	6.9304	0.5962	281.3057	1.1049E-60	5.3588E-59
MSTRG.24230	361.5554	1.6287	0.2531	280.9437	1.3232E-60	6.4050E-59
MSTRG.7330	1’834.1707	-1.5227	0.1231	280.7976	1.4232E-60	6.8748E-59
MSTRG.4577	6’669.7783	-1.5006	0.0947	279.6821	2.4810E-60	1.1961E-58
ENSG00000076555.15	123.6117	-1.9526	0.2996	279.5648	2.6303E-60	1.2655E-58
MSTRG.9845	511.8376	-0.3427	0.1822	279.4847	2.7374E-60	1.3144E-58
MSTRG.22304	274.0560	2.2215	0.2136	279.3097	2.9868E-60	1.4313E-58
ENSG00000163491.16	66.3639	4.6382	0.4063	278.7463	3.9546E-60	1.8913E-58
MSTRG.4418	4’192.6863	-1.3983	0.1253	278.7168	4.0132E-60	1.9136E-58
MSTRG.3957	3’523.7404	4.5401	0.2787	278.7147	4.0173E-60	1.9136E-58
MSTRG.9566	1’177.4794	2.9550	0.1933	278.1654	5.2821E-60	2.5111E-58
ENSG00000104368.18	138.5298	1.5646	0.2305	277.5730	7.0954E-60	3.3665E-58
MSTRG.1681	163.7467	0.5241	0.2619	276.8343	1.0252E-59	4.8544E-58
MSTRG.8679	5’395.8267	2.7532	0.1797	276.5880	1.1590E-59	5.4774E-58
MSTRG.25424	2’972.6897	-0.1004	0.0984	276.4043	1.2701E-59	5.9905E-58
MSTRG.12441	100.4706	2.8290	0.2995	275.9756	1.5725E-59	7.4024E-58
ENSG00000134115.13	106.8519	-5.7719	0.5738	275.0794	2.4576E-59	1.1546E-57
MSTRG.4206	2’160.9429	-2.3809	0.1380	274.9454	2.6272E-59	1.2318E-57
MSTRG.25147	1’905.1811	1.1013	0.1039	274.6272	3.0786E-59	1.4407E-57
ENSG00000162591.16	104.5817	1.2645	0.3000	274.5997	3.1210E-59	1.4577E-57
MSTRG.14274	12’692.3670	2.4099	0.1508	274.2745	3.6698E-59	1.7107E-57
MSTRG.16633	2’801.3597	0.1668	0.1218	273.7522	4.7607E-59	2.2149E-57
MSTRG.20150	261.1616	1.5404	0.2569	273.7264	4.8223E-59	2.2392E-57
MSTRG.2515	4’317.7673	2.4100	0.1467	272.8619	7.4179E-59	3.4378E-57
ENSG00000165269.13	78.4826	0.8281	0.5702	272.8555	7.4418E-59	3.4422E-57
MSTRG.12307	9’751.6529	1.4095	0.1208	272.7116	7.9946E-59	3.6907E-57
MSTRG.6003	6’533.5426	-0.9672	0.1656	272.0876	1.0910E-58	5.0268E-57
MSTRG.16934	961.5172	-6.7491	0.3675	272.0302	1.1226E-58	5.1626E-57
MSTRG.16345	1’734.7157	1.0139	0.1329	271.6403	1.3633E-58	6.2575E-57
MSTRG.7871	9’749.8231	0.2203	0.1066	271.6306	1.3699E-58	6.2759E-57
MSTRG.6686	7’960.5033	-0.9514	0.0972	271.3159	1.6024E-58	7.3268E-57
MSTRG.1977	3’460.9296	0.4199	0.0876	270.1586	2.8521E-58	1.3016E-56
ENSG00000137860.12	63.7720	0.0944	0.6558	270.1426	2.8748E-58	1.3095E-56
MSTRG.13625	2’356.4565	-3.5306	0.2280	269.5333	3.8945E-58	1.7706E-56
ENSG00000112139.16	379.7395	2.2597	0.2078	269.4437	4.0720E-58	1.8478E-56
ENSG00000260903.3	80.9496	0.7143	0.3280	267.7705	9.3716E-58	4.2447E-56
MSTRG.9438	786.1753	-0.0527	0.1499	267.7243	9.5898E-58	4.3353E-56
MSTRG.1926	1’445.1104	1.0458	0.2167	267.6374	1.0014E-57	4.5186E-56
MSTRG.8590	83.8021	2.0582	0.2955	267.4688	1.0891E-57	4.9052E-56
MSTRG.25012	40’692.5264	0.7543	0.0816	267.4393	1.1053E-57	4.9685E-56
MSTRG.7822	3’503.8938	-1.9701	0.1644	267.4266	1.1123E-57	4.9906E-56
MSTRG.21669	192.2799	2.4285	0.2347	266.9426	1.4155E-57	6.3395E-56
MSTRG.10935	5’477.8915	0.9354	0.1721	266.8303	1.4969E-57	6.6916E-56
MSTRG.16575	694.2834	2.3476	0.1681	266.2849	1.9643E-57	8.7645E-56
MSTRG.24270	206.9223	-3.1908	0.3042	264.2734	5.3502E-57	2.3827E-55
MSTRG.20847	1’668.7631	-1.4169	0.2046	264.0966	5.8425E-57	2.5971E-55
ENSG00000169884.14	40.6964	-7.3869	1.0676	263.7355	6.9939E-57	3.1032E-55
MSTRG.26087	2’829.6289	1.1802	0.1784	262.9148	1.0526E-56	4.6619E-55
ENSG00000182256.13	27.3918	-1.0673	1.7188	262.5397	1.2688E-56	5.6091E-55
MSTRG.25385	9’267.9691	-0.1703	0.1106	261.3204	2.3290E-56	1.0277E-54
ENSG00000129910.8	151.0487	1.0405	0.3610	260.9101	2.8571E-56	1.2584E-54
ENSG00000233491.8	353.3292	2.0474	0.4334	260.4922	3.5184E-56	1.5468E-54
MSTRG.28326	3’123.1838	-1.2532	0.0904	260.4402	3.6106E-56	1.5845E-54
MSTRG.7872	165.8345	-0.6640	0.1963	260.3127	3.8474E-56	1.6853E-54
MSTRG.4502	5’589.2906	-0.6137	0.0897	260.2846	3.9016E-56	1.7059E-54
ENSG00000177283.7	28.6249	9.2188	1.2619	259.9552	4.5972E-56	2.0064E-54
MSTRG.12272	8’439.1052	1.1327	0.0947	259.4511	5.9094E-56	2.5744E-54
MSTRG.21027	2’124.5426	0.8390	0.1168	259.2360	6.5778E-56	2.8603E-54
ENSG00000160145.15	177.4562	2.3834	0.2409	258.4493	9.7329E-56	4.2247E-54
MSTRG.5307	374.0752	1.3584	0.1700	258.3966	9.9916E-56	4.3291E-54
ENSG00000078018.20	228.7046	3.6563	0.2616	258.1751	1.1157E-55	4.8253E-54
MSTRG.20738	253.7704	-12.4536	1.3279	257.7329	1.3906E-55	6.0034E-54
MSTRG.26624	889.9881	-1.5932	0.1428	257.5308	1.5379E-55	6.6273E-54
MSTRG.18042	3’500.4595	-1.2949	0.1126	257.4492	1.6017E-55	6.8897E-54
MSTRG.13125	209.3188	-7.3599	0.5427	256.9831	2.0202E-55	8.6746E-54
MSTRG.23757	748.2877	0.9537	0.0984	256.5971	2.4485E-55	1.0495E-53
MSTRG.17132	386.9482	-3.2440	0.2546	256.3346	2.7905E-55	1.1939E-53
ENSG00000176658.17	452.4021	2.5377	0.2755	256.1111	3.1190E-55	1.3321E-53
MSTRG.1147	555.8456	1.5865	0.2023	256.0496	3.2161E-55	1.3711E-53
MSTRG.1435	148.6662	2.4855	0.2578	255.5412	4.1427E-55	1.7630E-53
ENSG00000168661.15	99.8215	-8.5863	1.2030	255.0589	5.2675E-55	2.2378E-53
MSTRG.19554	109.2408	-1.3443	0.2772	254.8701	5.7870E-55	2.4541E-53
MSTRG.24204	80.5394	-0.5239	0.2485	254.5881	6.6598E-55	2.8192E-53
MSTRG.9773	557.4998	-3.2797	0.2344	254.5293	6.8577E-55	2.8979E-53
MSTRG.6953	2’754.8031	-0.1505	0.1086	254.4657	7.0784E-55	2.9859E-53
MSTRG.22714	290.3778	3.0173	0.2321	254.3532	7.4861E-55	3.1523E-53
MSTRG.12185	2’294.1017	1.9256	0.1196	254.2636	7.8276E-55	3.2904E-53
MSTRG.24990	49’074.1040	9.7110	0.4321	252.8998	1.5439E-54	6.4786E-53
MSTRG.26937	2’501.8370	0.9103	0.1765	252.4813	1.9018E-54	7.9661E-53
MSTRG.12251	1’911.0644	0.6999	0.0975	252.4674	1.9149E-54	8.0072E-53
MSTRG.17929	222.2241	-0.6729	0.1577	252.1054	2.2933E-54	9.5727E-53
MSTRG.27187	3’975.2338	2.0624	0.1595	251.8748	2.5724E-54	1.0719E-52
MSTRG.12065	81.5300	-7.6627	0.8864	251.6121	2.9320E-54	1.2196E-52
MSTRG.1007	1’204.1096	1.1565	0.1413	251.1112	3.7626E-54	1.5624E-52
MSTRG.26113	605.6403	2.5756	0.2678	251.0797	3.8220E-54	1.5843E-52
MSTRG.18033	24’642.7660	-1.2349	0.1012	249.7172	7.5335E-54	3.1175E-52
MSTRG.3179	22’946.6714	4.0564	0.2365	249.4469	8.6190E-54	3.5605E-52
MSTRG.17985	1’608.7781	-1.1526	0.1281	249.2082	9.7068E-54	4.0030E-52
ENSG00000197557.7	220.5273	-2.1444	0.2164	248.5625	1.3388E-53	5.5118E-52
MSTRG.9405	6’028.2621	2.5881	0.1781	248.4278	1.4318E-53	5.8843E-52
MSTRG.25509	27.0070	-9.2285	1.2564	248.3442	1.4926E-53	6.1238E-52
MSTRG.18342	258.6142	3.3262	0.2816	248.0212	1.7531E-53	7.1803E-52
MSTRG.16287	335.7598	-1.8015	0.4059	247.8399	1.9187E-53	7.8452E-52
ENSG00000256683.7	101.9148	-8.9182	1.2170	247.2616	2.5591E-53	1.0446E-51
MSTRG.28211	1’687.1257	-0.6845	0.0952	246.1754	4.3954E-53	1.7911E-51
MSTRG.2804	347.8531	-0.1168	0.1474	245.9444	4.9314E-53	2.0061E-51
ENSG00000165312.6	99.8882	-9.0610	1.2098	245.5286	6.0658E-53	2.4633E-51
MSTRG.16366	4’666.1226	1.2632	0.2601	244.9278	8.1813E-53	3.3168E-51
MSTRG.9056	1’157.1549	-1.5160	0.1096	244.4605	1.0325E-52	4.1789E-51
MSTRG.12293	26’726.7884	2.1321	0.1461	244.2695	1.1355E-52	4.5880E-51
MSTRG.6412	313.4543	2.4096	0.1995	243.3288	1.8140E-52	7.3171E-51
MSTRG.12245	2’192.3748	1.1470	0.0984	242.7928	2.3690E-52	9.5395E-51
